"world_rank","university_name","national_rank","total_score","alumni","award","hici","ns","pub","pcp","year","lon","lat"
"203-300","The Hong Kong University of Science and Technology","1-3",NA,0,0,17.6,10.1,34.5,24.6,2005,114.2654655,22.3363998
"203-300","The University of Adelaide","7-9",NA,10.9,0,11.1,12,35.2,19,2005,138.6062277,-34.920603
"203-300","The University of Auckland","1",NA,17.7,0,11.1,16.3,33.9,17.5,2005,174.7691073,-36.8523378
"203-300","The University of Dundee","20-30",NA,0,0,13.6,15.1,28,14.7,2005,-2.9821428,56.4582447
"203-300","The University of Hong Kong","1-3",NA,0,0,7.9,10.9,46.3,21.3,2005,114.1370848,22.2829989
"203-300","The University of New Mexico - Albuquerque","91-119",NA,0,0,11.1,19.6,36.3,18.9,2005,-106.6197812,35.0843187
"203-300","The University of Reading","20-30",NA,0,0,13.6,17.9,31,16.3,2005,-0.9418157,51.4414205
"203-300","The University of Texas Health Science Center at San Antonio","91-119",NA,0,0,22.2,9.8,27.7,15.7,2005,-98.5756525,29.5078202
"203-300","The University of Texas Medical Branch at Galveston","91-119",NA,0,0,19.2,8.5,30.5,15.7,2005,-94.7775825,29.3112504
"203-300","Thomas Jefferson University","91-119",NA,0,0,15.7,14.5,29.3,15.4,2005,-75.155896,39.948555
"203-300","Trinity College Dublin","1",NA,15.4,14.4,0,11.9,27.4,14.8,2005,-6.2576899,53.3454782
"203-300","Tulane University","91-119",NA,0,0,15.7,11.4,30.3,14.5,2005,-90.3302509,38.6628918
"203-300","Umea University","6-9",NA,0,0,15.7,17.1,31.3,13.6,2005,20.3116101,63.8215945
"203-300","University of Alaska - Fairbanks","91-119",NA,0,0,15.7,17.9,19.5,23.1,2005,-147.8364611,64.8575556
"203-300","University of Antwerp","5-6",NA,0,0,11.1,11.3,33.6,24.3,2005,4.4102318,51.2228097
"203-300","University of Bochum","17-23",NA,0,0,11.1,15,39.3,18.5,2005,7.2616093,51.4456659
"203-300","University of Bologna","6-9",NA,0,0,7.9,10.6,48.9,15.5,2005,-97.379464,32.7170887
"203-300","University of Bordeaux 1","9-13",NA,8.9,0,13.6,11.4,27,14,2005,-0.5707764,44.830485
"203-300","University of Buenos Aires","1",NA,21.7,0,0,9,36.6,17.3,2005,-58.3730695,-34.5998875
"203-300","University of Cape Town","1",NA,25.1,0,11.1,11.1,30.3,16.3,2005,18.415091,-33.925967
"203-300","University of Colorado Health Science Center","91-119",NA,0,0,15.7,17.1,34,17.5,2005,-104.8379734,39.7450857
"203-300","University of Durham","20-30",NA,0,0,19.2,15.7,33.7,17.8,2005,-1.5782029,54.7649859
"203-300","University of Erlangen-Nuremberg","17-23",NA,0,0,13.6,9.8,41.1,18.9,2005,11.0045507,49.5978804
"203-300","University of Florence","6-9",NA,0,0,13.6,16.4,40.4,15.8,2005,11.259765,43.7776426
"203-300","University of Genova","6-9",NA,0,0,15.7,5.4,34.4,14.2,2005,8.9267336,44.4149149
"203-300","University of Guelph","9-17",NA,0,0,13.6,11,32.9,15.8,2005,-80.2245283,43.5331548
"203-300","University of Halle-Wittenberg","17-23",NA,6.3,9.1,7.9,8.1,29.8,14.2,2005,11.9695316,51.4861319
"203-300","University of Houston","91-119",NA,0,0,22.2,8.1,33.9,16.7,2005,-95.3422334,29.7199489
"203-300","University of Innsbruck","2",NA,0,11.2,7.9,19.2,29.8,16.1,2005,-81.2365003,28.5527426
"203-300","University of Kansas - Lawrence","91-119",NA,15.4,0,7.9,15.3,32.3,14.4,2005,-95.2557961,38.9543439
"203-300","University of Karlsruhe","17-23",NA,6.3,0,11.1,13.9,33,16,2005,8.4170303,49.0119199
"203-300","University of Kentucky","91-119",NA,14,0,7.9,9.6,43.5,17.4,2005,-84.5039697,38.0306511
"203-300","University of Liege","5-6",NA,10.9,0,7.9,10.7,30.3,23.2,2005,5.559064,50.5830803
"203-300","University of Manitoba","9-17",NA,0,0,17.6,7.1,33.9,16.5,2005,-97.1366259,49.8075008
"203-300","University of Massachusetts Medical School - Worcester","91-119",NA,0,0,13.6,24.4,28.2,16.9,2005,-71.7610714,42.2772479
"203-300","University of Medicine and Dentistry New Jersey","91-119",NA,0,0,22.2,10.1,33.6,17.6,2005,-74.1907274,40.74353
"203-300","University of Missouri - Columbia","91-119",NA,12.5,0,7.9,13.1,41.8,14.5,2005,-92.3277375,38.9403808
"203-300","University of Montpellier 2","9-13",NA,14,0,13.6,16.9,31.2,16.7,2005,3.861592,43.631507
"203-300","University of Naples Federico II","6-9",NA,0,0,7.9,9.1,42.1,12.4,2005,14.2578058,40.845492
"203-300","University of Oregon","91-119",NA,14,0,11.1,23.1,28.5,18.3,2005,-123.0726055,44.0448302
"203-300","University of Ottawa","9-17",NA,0,0,7.9,12.5,37.6,17.2,2005,-75.6828,45.4248599
"203-300","University of Saskatchewan","9-17",NA,12.5,0,17.6,6.2,32.9,16.5,2005,-106.6313582,52.1334003
"203-300","University of South Carolina - Columbia","91-119",NA,0,0,13.6,16,35.9,17,2005,-81.0274276,33.996112
"203-300","University of South Florida","91-119",NA,0,0,15.7,9.9,36.6,13.7,2005,-82.4138539,28.0587031
"203-300","University of Southern Denmark","4",NA,0,0,15.7,13.5,28.9,15.1,2005,10.4280674,55.3706746
"203-300","University of St Andrews","20-30",NA,14,0,7.9,22,30.8,17,2005,-2.7930852,56.3412112
"203-300","University of Stuttgart","17-23",NA,17.7,0,7.9,8.6,30.1,14.6,2005,9.1747024,48.7815352
"203-300","University of Szeged","1",NA,0,15.8,7.9,8.7,24.7,13.4,2005,20.1461195,46.2501561
"203-300","University of Turku","2",NA,0,0,11.1,12.7,33.6,16,2005,22.2851138,60.4562974
"203-300","University of Vermont","91-119",NA,17.7,0,15.7,11.2,28.6,20.5,2005,-73.1964637,44.4778528
"203-300","University of Victoria","9-17",NA,0,0,13.6,12.3,30.1,15,2005,-117.8567958,33.6304814
"203-300","University of Warwick","20-30",NA,0,0,11.1,14.1,33.9,16.3,2005,-1.563191,52.379411
"203-300","University of Waterloo","9-17",NA,0,0,19.2,11.4,38.7,19,2005,-80.541671,43.473289
"203-300","University of York","20-30",NA,0,0,11.1,15.4,33.6,16.4,2005,-104.9603049,39.6818471
"203-300","Wake Forest University","91-119",NA,0,0,11.1,10.9,33.4,23.2,2005,-76.9359658,38.97546
"203-300","Washington State University - Pullman","91-119",NA,0,0,20.8,15.5,33.6,16.9,2005,-117.1542121,46.7319225
"203-300","Wayne State University","91-119",NA,0,0,7.9,9.6,39.9,17.7,2005,-83.0665462,42.3591388
"203-300","Western University","9-17",NA,0,0,7.9,17.1,42.2,19.6,2005,-81.2737336,43.0095971
"203-300","Yeshiva University","91-119",NA,0,0,11.1,22,34.5,20.5,2005,111.0957348,33.4442576
"203-300","Yonsei University","2",NA,0,0,7.9,9.7,43.9,19.4,2005,126.938572,37.565784
"301-400","Aristotle University of Thessaloniki","2",NA,0,0,7.9,2,34.9,15.2,2005,22.9592224,40.6308283
"301-400","Auburn University","120-140",NA,0,0,7.9,5.2,29.7,12,2005,-85.4951663,32.5933574
"301-400","Bar-Ilan University","5-6",NA,0,0,11.1,9.2,28.2,13.4,2005,34.8430876,32.0691989
"301-400","Ben-Gurion University of the Negev","5-6",NA,0,0,0,10.1,37.5,16.5,2005,34.801461,31.262218
"301-400","Brigham Young University","120-140",NA,12.5,0,11.1,2.9,28,10.3,2005,-111.6493156,40.2518435
"301-400","Carleton University","18-19",NA,0,0,13.6,7,26.9,13.1,2005,-75.698312,45.3830819
"301-400","Chiba University","14-24",NA,0,0,0,7.7,35.4,17.2,2005,140.1024122,35.6262467
"301-400","City University of Hong Kong","4-5",NA,0,0,0,9.9,36.9,18.9,2005,114.1720025,22.3374868
"301-400","City University of New York City College","120-140",NA,37.1,0,11.1,5.5,17.6,14.4,2005,-73.9492724,40.8200471
"301-400","Clemson University","120-140",NA,0,0,13.6,9.4,28.2,13.8,2005,-82.8391551,34.680476
"301-400","Technical University Darmstadt","24-33",NA,10.9,0,7.9,9.4,25.7,12.5,2005,8.6568726,49.8751004
"301-400","Dresden University of Technology","24-33",NA,0,0,7.9,6.6,33.9,15.1,2005,13.7289964,51.0292734
"301-400","Ecole National Superieure Mines - Paris","14-19",NA,18.8,25.8,0,0,10.1,13,2005,2.339632,48.845585
"301-400","Ecole Normale Superieure - Lyon","14-19",NA,0,0,7.9,14.1,21.7,11.5,2005,4.8269114,45.7298351
"301-400","Eindhoven University of Technology","10-11",NA,0,0,0,11.4,32.5,16.7,2005,5.4907148,51.4486098
"301-400","Eotvos Lorand University","2",NA,19.8,0,0,12.8,24.3,13.1,2005,19.0585445,47.4905698
"301-400","Federal University of Rio de Janeiro","3",NA,0,0,0,8.2,38.6,16.8,2005,-43.1753638,-22.9541412
"301-400","Fudan University","3-7",NA,0,0,0,9.1,38,15.2,2005,121.5014465,31.2985307
"301-400","Gunma University","14-24",NA,0,0,7.9,8.8,24.4,17.7,2005,139.0453271,36.4302815
"301-400","Henri Poincare University (Nancy 1)","14-19",NA,15.4,19.3,0,2.5,24,13.9,2005,6.1938268,48.6841981
"301-400","Indian Institute of Science","1",NA,0,0,11.1,9.8,31.9,14.9,2005,77.5671423,13.0218597
"301-400","Indiana University-Purdue University at Indianapolis","120-140",NA,0,0,0,9.4,38.2,11.7,2005,-86.176177,39.774162
"301-400","Industrial Physics and Chemistry Higher Educational Institution - Paris","14-19",NA,10.9,19.3,0,7.6,16.8,11.8,2005,2.3472064,48.8414272
"301-400","International School for Advanced Studies","10-18",NA,0,0,0,12.2,18.8,42.7,2005,13.7739595,45.6802986
"301-400","Jagiellonian University","1-2",NA,0,0,7.9,4.3,31.8,14.1,2005,19.9341074,50.0609623
"301-400","Kanazawa University","14-24",NA,0,0,11.1,6.5,29.1,17.5,2005,136.7087378,36.5459854
"301-400","Korea Advanced Institute of Science and Technology","3-5",NA,0,0,0,7.7,39.5,17.1,2005,127.3640249,36.3693921
"301-400","Linkoping University","10-11",NA,0,0,7.9,6.8,31.6,12.5,2005,15.5760072,58.3978364
"301-400","London School of Hygiene and Tropical Medicine","31-36",NA,10.9,0,0,14.1,27.1,13.4,2005,-0.1302803,51.5209007
"301-400","Medical College of Wisconsin","120-140",NA,0,0,7.9,8,28.7,13.1,2005,-88.020103,43.043967
"301-400","Medical University of South Carolina","120-140",NA,0,0,15.7,2.5,30.3,14.5,2005,-79.9514049,32.7870748
"301-400","Nagasaki University","14-24",NA,0,0,11.1,1.6,27.5,17.3,2005,129.8646586,32.7861288
"301-400","Nanjing University","3-7",NA,0,0,0,7.2,42.1,15.6,2005,118.7809448,32.0569463
"301-400","Nanyang Technological University","2",NA,0,0,0,0,42.9,18.2,2005,-120.554501,34.865784
"301-400","National Cheng Kung University","2-3",NA,0,0,0,1.6,39.4,15.3,2005,120.2180947,22.9996873
"301-400","National Tsing Hua University","2-3",NA,16.6,0,0,5.1,31.5,19.1,2005,120.99678,24.797079
"301-400","Nihon University","14-24",NA,0,0,7.9,4.9,28.9,12.9,2005,139.7636583,35.6975498
"301-400","Niigata University","14-24",NA,0,0,13.6,7.1,29.4,17.5,2005,138.942539,37.86701
"301-400","Pohang University of Science and Technology","3-5",NA,0,0,7.9,11.3,30.4,14.2,2005,129.3434808,36.0190178
"301-400","Polytechnic Institute of Milan","10-18",NA,10.9,15.8,0,6.5,27.7,13.5,2005,9.2272764,45.4781071
"301-400","Royal Holloway, U. of London","31-36",NA,0,0,7.9,13.3,22.5,11.6,2005,-0.5630625,51.425673
"301-400","Saint Louis University","120-140",NA,0,12.9,7.9,1.6,26.2,16.3,2005,-90.2373647,38.6354092
"301-400","Saint Petersburg State University","2",NA,24.3,0,0,6,31.9,15.6,2005,30.2989198,59.941894
"301-400","San Diego State University","120-140",NA,0,0,13.6,10,25.8,12.4,2005,-117.0718893,32.7757217
"301-400","Scuola Normale Superiore - Pisa","10-18",NA,0,0,7.9,7.4,16.6,38.1,2005,10.4003296,43.7196006
"301-400","Shanghai Jiao Tong University","3-7",NA,0,0,0,7.3,40.9,15.2,2005,121.4337784,31.0252201
"301-400","Simon Fraser University","18-19",NA,0,0,11.1,12.8,30.5,14.8,2005,-122.9198833,49.2780937
"301-400","State University of New York Health Science Center at Brooklyn","120-140",NA,0,15.8,11.1,7.7,17.4,11.5,2005,-73.9456509,40.655331
"301-400","Stockholm School of Economics","10-11",NA,0,17.1,0,NA,11,29.4,2005,18.0567905,59.3416182
"301-400","Sungkyunkwan University","3-5",NA,0,0,0,6,34.9,15,2005,126.993606,37.588227
"301-400","Technical University of Braunschweig","24-33",NA,16.6,0,7.9,5.7,23.8,12,2005,10.5297138,52.2734978
"301-400","Temple University","120-140",NA,0,0,15.7,3.8,31.7,13.3,2005,-75.1575243,39.9803336
"301-400","Texas Tech University","120-140",NA,0,0,11.1,10,30.1,14,2005,-101.8782822,33.5842591
"301-400","The Hong Kong Polytechnic University","4-5",NA,0,0,7.9,0,38.6,18.3,2005,114.1795242,22.3064878
"301-400","The Open University","31-36",NA,0,0,13.6,14.4,23.3,13,2005,-0.7104769,52.0250914
"301-400","The University of Montana - Missoula","120-140",NA,8.9,0,11.1,17.1,16.6,16.7,2005,-113.9852081,46.8600672
"301-400","The University of Texas at Dallas","120-140",NA,0,0,13.6,4.9,23.1,18,2005,-96.7500993,32.9857619
"301-400","The University of Tokushima","14-24",NA,0,0,11.1,4.9,26.7,17.8,2005,134.559832,34.070001
"301-400","Tokyo Medical and Dental University","14-24",NA,0,0,7.9,7.3,26.9,23.2,2005,139.764451,35.7012897
"301-400","Tokyo University of Agriculture and Technology","14-24",NA,0,0,7.9,6.7,25.7,21.2,2005,139.478664,35.683986
"301-400","University of Aberdeen","31-36",NA,0,0,0,16.3,32.8,15.5,2005,-82.4317193,28.0653457
"301-400","University of Bath","31-36",NA,0,0,7.9,17.6,27.8,14.4,2005,-2.3272635,51.3781162
"301-400","University of Bayreuth","24-33",NA,0,0,7.9,16.2,24.4,12.9,2005,11.585831,49.9288196
"301-400","University of Bergen","3",NA,0,0,0,12.5,33.9,15.3,2005,-74.1913563,40.7424432
"301-400","University of Bielefeld","24-33",NA,0,0,15.7,12.3,25.6,13.8,2005,8.4963449,52.0354177
"301-400","University of Cagliari","10-18",NA,0,0,11.1,8.5,22.5,12.8,2005,9.1149594,39.2175754
"301-400","University of Chile","1",NA,10.9,0,0,7.2,29.2,13.2,2005,-70.6509277,-33.4445204
"301-400","University of Duesseldorf","24-33",NA,0,0,7.9,9.2,32.6,14.8,2005,6.7936814,51.1924294
"301-400","University of Essex","31-36",NA,17.7,0,7.9,7.6,20.1,11.1,2005,-83.0524629,40.0024922
"301-400","University of Ferrara","10-18",NA,0,0,7.9,4.8,27.3,16.4,2005,11.6261625,44.8334234
"301-400","University of Graz","3-4",NA,12.5,12.9,0,6,22.1,11.8,2005,15.4499126,47.0777872
"301-400","University of Greifswald","24-33",NA,0,9.1,7.9,8.6,22.8,11.6,2005,13.3746917,54.0949312
"301-400","University of Konstanz","24-33",NA,0,0,11.1,15.3,23.4,12.8,2005,-112.0125261,33.3752269
"301-400","University of Lausanne","7",NA,0,0,0,18.5,28.2,17.9,2005,6.6528621,46.5287859
"301-400","University of Nebraska Medical Center","120-140",NA,0,0,15.7,6.2,20.9,11.4,2005,-95.9778714,41.2551186
"301-400","University of Nevada - Reno","120-140",NA,0,0,7.9,14.7,24.5,15.2,2005,-119.8154461,39.5436632
"301-400","University of New Hampshire - Durham","120-140",NA,0,0,15.7,13,24.7,17.1,2005,-70.9370252,43.138948
"301-400","University of Newcastle","10",NA,0,0,13.6,5.5,27.5,15.4,2005,151.7041775,-32.8927718
"301-400","University of Oklahoma - Norman","120-140",NA,0,0,7.9,13.1,29.5,12.5,2005,-97.4457137,35.2058936
"301-400","University of Otago","2",NA,0,0,11.1,11.8,31.8,15.1,2005,170.513132,-45.863208
"301-400","University of Palermo","10-18",NA,0,0,13.6,6,25.7,10.8,2005,13.369838,38.11779
"301-400","University of Paris Dauphine (Paris 9)","14-19",NA,0,27.3,7.9,0,10.5,12.9,2005,2.273451,48.870029
"301-400","University of Pavia","10-18",NA,0,0,7.9,10.4,31.7,16,2005,9.1555362,45.1864597
"301-400","University of Perugia","10-18",NA,0,0,7.9,9.2,29.2,14.8,2005,12.3845423,43.1174882
"301-400","University of Regensburg","24-33",NA,0,0,7.9,13.7,32,15.2,2005,12.0945473,48.9986882
"301-400","University of Rhode Island","120-140",NA,0,0,19.2,13.1,19.7,15.9,2005,-71.5308537,41.4860647
"301-400","University of Roma - Tor Vergata","10-18",NA,0,0,0,7.4,34.3,16.1,2005,12.5978728,41.850142
"301-400","University of Science and Technology of China","3-7",NA,0,0,0,10.5,40.1,16.9,2005,117.26217,31.838698
"301-400","University of the Mediterranean (Aix-Marseille 2)","14-19",NA,0,0,13.6,15.5,24.7,13.7,2005,5.4405491,43.5191731
"301-400","University of the Witwatersrand","2",NA,25.1,0,0,7.5,26.1,13.8,2005,28.0305044,-26.1930344
"301-400","University of Twente","10-11",NA,0,0,11.1,15,27.7,16.7,2005,6.8524128,52.2410326
"301-400","University of Ulm","24-33",NA,0,0,7.9,12.3,33.1,15.4,2005,9.955582,48.4222305
"301-400","University of Valencia","4",NA,0,0,0,7.7,38.1,16.5,2005,-0.3593863,39.4793254
"301-400","University of Warsaw","1-2",NA,17.7,0,0,8.1,35.1,16.2,2005,21.0186012,52.2403463
"301-400","University of Wyoming","120-140",NA,0,0,7.9,12.5,22.5,14.2,2005,-105.5796706,41.3130972
"301-400","Utah State University","120-140",NA,0,0,7.9,13,23.7,13.7,2005,-111.8097425,41.745161
"301-400","Vienna University of Technology","3-4",NA,0,0,0,14.8,30.2,14.3,2005,16.3684626,48.1986546
"301-400","Waseda University","14-24",NA,0,0,11.1,6.4,29,13.5,2005,139.7208045,35.7092082
"301-400","Yamaguchi University","14-24",NA,0,0,15.7,5.2,23.9,16,2005,131.467635,34.147662
"301-400","Zhejiang University","3-7",NA,0,0,0,5.7,49.7,13.7,2005,120.1689207,30.2929634
"401-500","Aalto University","3-5",NA,0,0,0,11.4,28.6,13.1,2005,24.827682,60.1866693
"401-500","Autonomous University of Barcelona","5-9",NA,0,0,0,3.3,35.4,15.1,2005,2.1640917,41.3855048
"401-500","Boston College","141-168",NA,0,0,7.9,8.6,21.7,12.7,2005,-0.0147452,52.9733763
"401-500","Drexel University","141-168",NA,0,0,0,11.8,28.6,15.5,2005,-90.3312523,38.6677847
"401-500","Ehime University","25-34",NA,0,0,7.9,8.7,23,14.5,2005,132.7715089,33.8502377
"401-500","Flinders University","11-14",NA,0,0,7.9,6.4,23.1,14.9,2005,138.5713281,-35.0244952
"401-500","Florida International University","141-168",NA,0,0,7.9,7.8,24.1,13,2005,-80.3739487,25.7565756
"401-500","Gifu University","25-34",NA,0,0,7.9,5.2,25.5,16.2,2005,136.7365752,35.4662236
"401-500","Hacettepe University","1-2",NA,0,0,0,1.6,32.4,13.8,2005,32.7299184,39.8705295
"401-500","Hannover Medical School","34-40",NA,0,0,0,7.2,27.9,12.2,2005,9.8059574,52.3840493
"401-500","Hanyang University","6-8",NA,0,0,0,1.6,35.3,15,2005,127.0453219,37.5572321
"401-500","Howard University","141-168",NA,15.4,0,7.9,8,18.7,9.6,2005,-77.0194377,38.9226843
"401-500","Indian Institute of Technology Kharagpur","2-3",NA,0,0,11.1,4.9,24.5,11.6,2005,87.3105311,22.3149274
"401-500","Istanbul University","1-2",NA,0,0,0,2.5,31.1,13.3,2005,28.961838,41.0126037
"401-500","Jilin University","8",NA,0,0,0,6.2,32.3,9.1,2005,125.348658,43.873742
"401-500","Juntendo University","25-34",NA,0,0,11.1,5.8,19.5,9.9,2005,139.7608345,35.7021299
"401-500","Kagoshima University","25-34",NA,0,0,7.9,6.4,24.1,13.8,2005,130.54524,31.571918
"401-500","Kent State University","141-168",NA,0,0,7.9,5.4,23,11.5,2005,-81.3449261,41.1507253
"401-500","Korea University","6-8",NA,0,0,0,0,36.8,15.6,2005,127.035859,37.590401
"401-500","Kumamoto University","25-34",NA,0,0,0,8.5,27.2,16,2005,130.7278725,32.8140382
"401-500","Kyungpook National University","6-8",NA,0,0,0,4.9,30.4,13.1,2005,128.6113282,35.8900521
"401-500","La Trobe University","11-14",NA,0,0,7.9,8.3,24.2,12.2,2005,145.0483946,-37.7207268
"401-500","Lehigh University","141-168",NA,0,0,11.1,5.4,21.6,15.9,2005,-75.3782832,40.6069087
"401-500","Loyola University Chicago","141-168",NA,0,0,7.9,3.8,24.8,11.2,2005,-87.6581921,41.998997
"401-500","Massey University","3-5",NA,0,0,7.9,7.2,23.6,11,2005,175.619553,-40.3867649
"401-500","Medical College of Georgia","141-168",NA,0,0,7.9,9.2,21.7,10.6,2005,-81.9898326,33.4670993
"401-500","Medical University of Graz","5-6",NA,0,11.2,11.1,3.8,17.5,9,2005,15.467423,47.0796111
"401-500","Medical University of Innsbruck","5-6",NA,0,0,7.9,5.2,21.8,10.1,2005,11.3849579,47.2626944
"401-500","Memorial University of Newfoundland","20-23",NA,0,0,7.9,6.4,22,10.3,2005,-52.7329053,47.5737975
"401-500","Michigan Technological University","141-168",NA,12.5,0,11.1,5.7,16,15.1,2005,-88.5445293,47.1170498
"401-500","Montana State University - Bozeman","141-168",NA,0,0,7.9,7.6,21.6,10.3,2005,-111.049325,45.667548
"401-500","Murdoch University","11-14",NA,0,0,11.1,4.1,19.1,14.6,2005,115.8329519,-32.0686354
"401-500","Nara Institute of Science and Technology","25-34",NA,0,0,11.1,10,18.8,10.2,2005,135.7339101,34.7326106
"401-500","National Chiao Tung University","4-5",NA,0,0,0,0,33.7,18.5,2005,120.294197,22.925346
"401-500","National Yang Ming University","4-5",NA,0,0,0,5.6,27.4,19.5,2005,121.5137024,25.1230017
"401-500","New Jersey Institute of Technology","141-168",NA,0,0,7.9,7.3,18.4,13.8,2005,-74.1778803,40.7425572
"401-500","New Mexico State University","141-168",NA,0,0,11.1,6.6,22.6,13.2,2005,-106.7447566,32.2847481
"401-500","Northeastern University","141-168",NA,0,0,7.9,9.4,24.6,12.7,2005,-71.0894884,42.340082
"401-500","Northern Arizona University","141-168",NA,0,0,11.1,12,15.1,11,2005,-111.653237,35.1901948
"401-500","Old Dominion University","141-168",NA,0,0,11.1,6.2,18.1,11.9,2005,-76.3035628,36.888947
"401-500","Osaka City University","25-34",NA,0,0,0,8,28.7,12.7,2005,135.505417,34.5919232
"401-500","Osaka Prefecture University","25-34",NA,0,0,11.1,2.2,25,11.6,2005,135.5069805,34.5454313
"401-500","Polytechnic University of Turin","19-23",NA,0,0,11.1,1.6,24.9,12.6,2005,7.6620529,45.0627948
"401-500","Polytechnic University of Valencia","5-9",NA,0,0,0,9.2,26.4,11.9,2005,-0.341067,39.481059
"401-500","Saarland University","34-40",NA,0,0,0,9.6,27.8,12.5,2005,7.040975,49.2550284
"401-500","Sao Paulo State University","4",NA,0,0,0,2.2,32,13.6,2005,-46.7307891,-23.5613991
"401-500","Southern Methodist University","141-168",NA,15.4,0,7.9,5.4,18.7,13.4,2005,-96.7845175,32.8412178
"401-500","Swansea Univ","37-40",NA,0,0,7.9,6.4,22.4,10.4,2005,-3.982132,51.608392
