"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat"
"82","Michigan State University","United States of America",51.1,"55.0",49.4,74,"31.7","57.3","44,750",15.7,"15%","51 : 49",2015,-83.7333394,42.2752422
"83","Durham University","United Kingdom",37.2,"80.4",40.7,88.9,"34.8","56.9","15,489",15.7,"24%","54 : 46",2015,-1.5782029,54.7649859
"83","Monash University","Australia",43.7,"79.6",54.4,65.7,"73.4","56.9","50,882",40.5,"36%","56 : 44",2015,145.1340508,-38.1532011
"85","Middle East Technical University","Turkey",45.5,"38.7",36.9,92,"55.2","56.6","25,779",22.2,"7%","44 : 56",2015,33.0307541,35.246756
"86","University of Arizona","United States of America",44.9,"38.8",51.4,74,"99.6","56.5","36,429",12.7,"8%","52 : 48",2015,-82.4530718,28.067177
"86","University of Notre Dame","United States of America",43.3,"51.4",38.5,90,"-","56.5","11,829",13.8,"10%","44 : 56",2015,-86.2377772,41.6973401
"88","Tufts University","United States of America",43.6,"51.1",33.9,92.9,"58.7","56.4","10,410",10,"14%","54 : 46",2015,-71.120482,42.4036848
"88","University of California, Irvine","United States of America",39.5,"56.1",41.7,89.5,"40.0","56.4","26,614",16.1,"16%","52 : 48",2015,-117.853022,33.664081
"90","Ghent University","Belgium",42.5,"49.1",51.6,73.8,"85.3","56.2","32,166",34.1,"9%","57 : 43",2015,-123.1884423,49.2669654
"91","University of Massachusetts","United States of America",44.8,"40.3",49.1,78.7,"52.8","56.1","56,959",13,"11%","49 : 51",2015,-117.3324743,33.9866891
"91","University of Pittsburgh","United States of America",45.2,"32.2",46.3,84.4,"38.5","56.1","26,485",5.8,"10%","51 : 49",2015,-79.960835,40.4443533
"93","Emory University","United States of America",49,"42.9",32.4,89.5,"42.3","55.5","12,338",4.5,"18%","56 : 44",2015,-80.627626,28.0658079
"94","McMaster University","Canada",38.1,"69.4",43.2,78.8,"85.0","55.3","23,823",19.3,"15%","53 : 47",2015,-81.0261039,34.0026819
"94","University of Glasgow","United Kingdom",37,"78.8",40.5,83.7,"39.9","55.3","22,616",16,"29%","57 : 43",2015,-4.288761,55.87151
"96","Vanderbilt University","United States of America",46,"28.3",38.2,87.7,"59.4","55.2","12,161",3.6,"10%","52 : 48",2015,-73.7199435,40.7694536
"97","University of Colorado Boulder","United States of America",35,"39.1",38.3,97.4,"-","55.1","29,325",16.1,"8%","45 : 55",2015,-105.2627072,40.0071656
"98","Stockholm University","Sweden",30.1,"53.2",45,90.9,"32.4","54.6","31,715",23.7,"8%","62 : 38",2015,-81.5636262,41.4685433
"98","Technical University of Munich","Germany",45.6,"64.0",37.4,78.8,"49.0","54.6","35,565",31.5,"20%","33 : 67",2015,19.2402603,52.0563394
"98","Uppsala University","Sweden",40.2,"57.5",53,70.9,"39.6","54.6","25,266",18.2,"12%","57 : 43",2015,17.6300093,59.8509005
"101","Maastricht University","Netherlands",32.4,"89.7",48.1,70.1,"96.1","54.3","15,626",18.9,"48%","56 : 44",2015,5.6886039,50.8442878
"102","Purdue University","United States of America",47.8,"64.3",50.5,62.2,"-","54.0","39,256",18.1,"22%","42 : 58",2015,-87.0541793,40.4533683
"103","Pierre and Marie Curie University","France",47.3,"64.7",30,83.3,"33.4","53.9","27,862",8.7,"18%","48 : 52",2015,2.357499,48.8471036
"103","University of Helsinki","Finland",37.5,"49.7",48.1,79,"31.5","53.9","23,505",15.1,"6%","66 : 34",2015,-99.1698567,19.3049111
"103","University of Warwick","United Kingdom",41.1,"85.7",45.8,68.2,"35.6","53.9","18,529",16.6,"37%","48 : 52",2015,-1.563191,52.379411
"103","University of Zurich","Switzerland",40.2,"86.9",33.1,81.4,"40.1","53.9","26,583",6.5,"19%","57 : 43",2015,8.5595886,47.3588302
"107","Queen Mary University of London","United Kingdom",32.4,"88.6",32.9,88.9,"37.1","53.8","14,260",14,"40%","52 : 48",2015,-0.0591022,51.5169409
"107","University of Geneva","Switzerland",34.5,"96.8",37.2,78.2,"65.1","53.8","15,668",15,"39%","61 : 39",2015,6.1011686,46.2247046
"109","University of California, Santa Cruz","United States of America",30.6,"54.6",31.9,100,"33.8","53.7","17,404",22.7,"1%","53 : 47",2015,-117.3163115,33.981043
"109","University of New South Wales","Australia",41.1,"83.5",51.9,61.1,"47.8","53.7","38,309",25.9,"33%","47 : 53",2015,151.710005,-32.8871981
"111","University of St Andrews","United Kingdom",35.7,"90.5",35.9,81.4,"39.8","53.6","8,338",12.7,"47%","56 : 44",2015,-2.7930852,56.3412112
"111","University of Sussex","United Kingdom",31.9,"83.6",30.4,92.8,"31.2","53.6","12,001",17.4,"35%","54 : 46",2015,-0.7756403,50.8443366
"113","University of Montreal","Canada",43.8,"76.7",44.4,62.9,"91.8","53.4","38,264",20.3,"25%","57 : 43",2015,-90.350862,38.6816147
"113","University of Tübingen","Germany",41.5,"53.0",44.7,74,"54.7","53.4","28,327",38.9,"12%","58 : 42",2015,9.0576448,48.5216364
"113","University of York","United Kingdom",32.2,"75.0",33.8,90.5,"32.2","53.4","",NA,"","",2015,-104.9603049,39.6818471
"116","Case Western Reserve University","United States of America",46.5,"34.4",37.4,82.9,"-","53.2","9,259",6.4,"17%","48 : 52",2015,-81.6083838,41.5043413
"117","University of Groningen","Netherlands",36.9,"56.1",50.8,68.1,"88.9","53.1","24,556",25.6,"12%","52 : 48",2015,6.5665018,53.2193835
"118","Royal Holloway, University of London","United Kingdom",29.1,"94.4",22.4,98.9,"32.8","53.0","8,747",15.9,"37%","57 : 43",2015,-0.5630625,51.425673
"119","Lund University","Sweden",32.6,"70.1",48.5,74.9,"32.6","52.9","28,251",11.5,"15%","",2015,-87.7106499,41.9722799
"120","Paris-Sud University","France",37.3,"62.7",33.1,87.7,"28.9","52.8","27,603",15,"17%","",2015,2.1764839,48.6976847
"121","Technical University of Denmark","Denmark",39.9,"79.7",28.2,79.6,"98.6","52.7","9,990",5,"18%","27 : 73",2015,9.9785216,57.0149963
"121","University of Rochester","United States of America",41.9,"55.5",29.2,87.7,"36.4","52.7","9,390",4.5,"26%","49 : 51",2015,-77.6260033,43.1305531
"121","University of Sheffield","United Kingdom",40,"74.8",39.1,74.3,"43.8","52.7","23,311",15.5,"31%","50 : 50",2015,-1.48406,53.38071
"124","University of Alberta","Canada",43.8,"73.4",47.1,61.8,"51.8","52.6","36,299",21.6,"23%","55 : 45",2015,-113.5490268,53.4943212
"124","University of Cape Town","South Africa",26.8,"76.7",35.3,86.6,"88.0","52.6","20,040",12.1,"18%","53 : 47",2015,18.415091,-33.925967
"126","Boston College","United States of America",32.4,"54.6",29.1,95.9,"46.5","52.5","13,216",17.4,"19%","54 : 46",2015,-0.0147452,52.9733763
"126","KTH Royal Institute of Technology","Sweden",45.7,"84.0",44.8,55.1,"100.0","52.5","12,062",14.6,"21%","30 : 70",2015,18.0706645,59.3498065
"126","University of Florida","United States of America",49.8,"32.2",52.1,62.2,"-","52.5","50,095",18.7,"9%","54 : 46",2015,-80.277027,25.714868
"129","Chinese University of Hong Kong","Hong Kong",43.9,"64.0",53.5,57.8,"42.8","52.4","17,916",10.2,"22%","53 : 47",2015,114.203926,22.417442
"130","University of Virginia","United States of America",48.7,"31.8",35.9,76.9,"49.8","52.1","23,845",10.2,"12%","52 : 48",2015,-93.1147395,44.9494426
"131","Lancaster University","United Kingdom",35.4,"84.7",36.1,78,"34.1","52.0","11,512",14.9,"33%","52 : 48",2015,-2.7850105,54.0101034
"132","University of Bern","Switzerland",42,"80.7",36.9,70.1,"47.4","51.9","14,708",22.5,"14%","54 : 46",2015,121.0977098,14.6037344
"132","University of Maryland, College Park","United States of America",36.5,"44.8",39.1,83.6,"33.2","51.9","31,331",8.4,"9%","48 : 52",2015,-76.9367935,38.9920364
"132","University of Southampton","United Kingdom",35.2,"82.4",34.1,79.7,"38.9","51.9","20,925",13.5,"29%","53 : 47",2015,-1.3962068,50.9340275
"135","TU Dresden","Germany",39.8,"44.7",42,70.8,"99.5","51.6","35,487",37.4,"12%","42 : 58",2015,13.7289964,51.0292734
"136","University of Lausanne","Switzerland",29.4,"85.1",39.9,76.5,"50.9","51.4","11,964",13.1,"22%","",2015,6.6528621,46.5287859
"136","VU University Amsterdam","Netherlands",35.5,"50.6",43.2,74.9,"60.0","51.4","23,280",16.3,"6%","56 : 44",2015,4.8658302,52.3344753
"138","Trinity College Dublin","Republic of Ireland",39.4,"83.9",30.3,77.6,"30.6","51.2","15,521",18,"25%","57 : 43",2015,-6.2576899,53.3454782
"139","Boğaziçi University","Turkey",28.5,"54.1",27.6,96.8,"47.7","51.1","11,506",25,"7%","50 : 50",2015,29.0510399,41.0847571
"140","Radboud University Nijmegen","Netherlands",30.5,"61.6",46.7,73.9,"42.8","51.0","17,713",13,"10%","58 : 42",2015,5.8372264,51.8125626
"141","Colorado School of Mines","United States of America",26.1,"52.6",26.7,97.1,"79.4","50.9","5,287",18.2,"12%","26 : 74",2015,-105.2344334,39.7458208
"141","Texas A&M University","United States of America",46.2,"49.1",51.9,55.1,"49.6","50.9","50,657",21.4,"9%","47 : 53",2015,-99.9018131,31.9685988
"141","Tokyo Institute of Technology","Japan",53.5,"37.0",52.9,48.1,"69.4","50.9","9,586",7.3,"13%","13 : 87",2015,139.6835302,35.6051229
"144","Eindhoven University of Technology","Netherlands",38.3,"69.0",47.1,57.3,"99.9","50.5","8,176",16,"14%","19 : 81",2015,5.4907148,51.4486098
"144","Rutgers, the State University of New Jersey","United States of America",40.5,"34.3",45.3,71,"35.2","50.5","37,032",17.3,"8%","51 : 49",2015,-74.1741891,40.7416983
"146","University of Leeds","United Kingdom",39.4,"67.6",39.1,69.3,"39.4","50.4","27,703",14.7,"21%","58 : 42",2015,-82.4315563,28.0637104
"147","Brandeis University","United States of America",25.8,"54.7",29.1,95.3,"43.9","50.3","5,495",12.6,"22%","55 : 45",2015,-85.7551276,38.2190053
"148","Sungkyunkwan University (SKKU)","South Korea",48.1,"35.8",50.2,51.7,"98.5","50.2","24,365",20.3,"9%","39 : 61",2015,126.993606,37.588227
"148","University of Birmingham","United Kingdom",42.8,"75.8",39.8,62.7,"36.0","50.2","25,295",16.4,"23%","54 : 46",2015,-1.93668,52.45126
"150","Indiana University","United States of America",46.5,"37.1",35.1,73.1,"-","50.1","62,468",13.6,"13%","53 : 47",2015,-86.5269373,39.1670467
"150","University of California, Riverside","United States of America",29.4,"61.6",27.5,91.5,"39.5","50.1","20,626",22,"12%","51 : 49",2015,-117.3280644,33.9737055
"152","Dartmouth College","United States of America",38.3,"33.1",35.4,80.4,"49.1","50.0","6,178",6.6,"16%","47 : 53",2015,-91.6514459,41.92479
"153","Aarhus University","Denmark",30.9,"66.3",47.5,66.5,"59.8","49.9","23,895",13.6,"14%","54 : 46",2015,12.1021324,55.695402
"154","University of Exeter","United Kingdom",32,"79.8",32.7,78,"35.8","49.7","17,755",18.8,"28%","54 : 46",2015,-117.8296666,33.6508563
"155","National Taiwan University","Taiwan",48.8,"27.5",57.3,47.7,"43.8","49.3","31,891",11.9,"7%","39 : 61",2015,121.518577,25.041471
"156","RWTH Aachen University","Germany",39,"56.8",29.9,75,"69.8","49.2","37,917",27.6,"16%","31 : 69",2015,6.0656869,50.7800778
"157","Osaka University","Japan",51.3,"29.1",48,51.1,"73.6","49.1","23,144",7.8,"9%","31 : 69",2015,-99.1462101,19.2848865
"157","University of Liverpool","United Kingdom",31.3,"79.5",33.2,76.2,"40.0","49.1","18,815",13.6,"30%","52 : 48",2015,-2.9655722,53.405936
"157","University of Western Australia","Australia",36.3,"87.3",38.1,62.2,"63.3","49.1","20,851",20.7,"27%","50 : 50",2015,150.7397635,-33.7699666
"160","University of Copenhagen","Denmark",34,"71.8",34.4,73.5,"44.4","49.0","27,545",4.1,"19%","67 : 33",2015,121.0990078,14.6064499
"160","École Normale Supérieure de Lyon","France",38.1,"64.4",33.8,73,"29.3","49.0","2,218",8,"14%","49 : 51",2015,4.829049,45.731469
"162","University of Utah","United States of America",38.8,"27.5",36.5,75,"58.1","48.6","25,674",16.9,"9%","45 : 55",2015,-111.8884532,33.4249307
"163","University of Freiburg","Germany",38,"56.7",28.1,74,"81.4","48.3","26,467",31.2,"16%","52 : 48",2015,7.8493126,48.0028354
"164","University of Adelaide","Australia",33.8,"79.3",40.4,61.1,"65.3","48.2","20,771",30.1,"26%","48 : 52",2015,138.6090143,-34.9103022
"165","Istanbul Technical University","Turkey",30.2,"37.3",36.9,79.7,"51.1","48.1","34,550",16,"5%","34 : 66",2015,29.0253401,41.1055941
"165","Karlsruhe Institute of Technology","Germany",40.5,"60.1",34.9,62.9,"82.7","48.1","25,294",24.6,"16%","26 : 74",2015,8.4170303,49.0119199
"165","Pompeu Fabra University","Spain",25.1,"63.2",28.3,88.3,"35.9","48.1","10,901",18.3,"13%","59 : 41",2015,2.1790535,41.3793687
"165","Tohoku University","Japan",49.7,"29.7",47.3,49.6,"76.8","48.1","17,200",5,"7%","25 : 75",2015,140.874074,38.253834
"169","University of Miami","United States of America",42.7,"56.7",27.2,73.1,"-","48.0","15,286",5.7,"14%","50 : 50",2015,-80.2792843,25.7216374
"170","University of Antwerp","Belgium",34.6,"61.0",33.6,67.7,"100.0","47.9","12,346",30.3,"16%","56 : 44",2015,4.4102318,51.2228097
"171","University of Nottingham","United Kingdom",39.9,"70.6",35.8,62.7,"39.6","47.8","30,144",15,"27%","54 : 46",2015,-1.1951582,52.938636
"171","Université Catholique de Louvain","Belgium",37.9,"59.7",34.9,67.7,"46.1","47.8","28,856",42,"19%","54 : 46",2015,4.4482526,50.4079951
"173","Georgetown University","United States of America",51.1,"43.3",28.2,62.2,"80.0","47.7","15,408",8.5,"14%","53 : 47",2015,-77.0722585,38.9076089
"173","University of Victoria","Canada",21.6,"70.1",30.6,86.7,"31.6","47.7","17,581",21.5,"11%","56 : 44",2015,-117.8567958,33.6304814
"175","University of Auckland","New Zealand",28.6,"87.3",33.4,68.4,"74.2","47.5","29,787",18.9,"28%","54 : 46",2015,174.7699782,-36.8490661
"175","University of Iowa","United States of America",41.9,"31.7",33.5,71,"49.3","47.5","27,526",11.6,"11%","52 : 48",2015,-117.3398859,33.9790905
"177","Syracuse University","United States of America",32.4,"41.2",24.4,87.1,"40.6","47.3","19,660",15.9,"15%","55 : 45",2015,-76.1351158,43.0391534
"178","Joseph Fourier University","France",38,"57.3",29.3,73,"31.3","47.1","16,130",12.1,"13%","",2015,4.915197,44.91763
"178","University of Aberdeen","United Kingdom",28,"84.1",30.2,74.3,"42.1","47.1","12,938",15.8,"33%","54 : 46",2015,-82.4317193,28.0653457
"180","Paris Diderot University – Paris 7","France",25.6,"67.4",19.7,92.2,"29.1","47.0","27,756",14.8,"17%","63 : 37",2015,2.3075232,48.8588342
"180","University of Delaware","United States of America",29,"40.6",36.3,73.1,"99.3","47.0","19,262",15.9,"10%","56 : 44",2015,-117.7759092,33.7105331
"182","Arizona State University","United States of America",35.7,"29.5",37.5,73.1,"32.6","46.9","83,236",29.9,"9%","50 : 50",2015,-111.9339825,33.4205343
"182","Sabancı University","Turkey",26,"44.6",27.1,88.5,"42.9","46.9","2,739",15.9,"6%","39 : 61",2015,29.3748667,40.8928831
"182","University of Vienna","Austria",35.2,"91.0",39.7,56.3,"29.4","46.9","34,651",20.5,"25%","67 : 33",2015,-117.8440006,33.6140008
"185","Northeastern University","United States of America",36.4,"54.7",21.9,81.3,"34.0","46.8","18,539",15.1,"26%","50 : 50",2015,-71.0894884,42.340082
"186","University of Oslo","Norway",36.1,"60.3",35.2,66.3,"36.6","46.7","27,139",18.8,"18%","",2015,121.0936889,14.6712421
"186","Yeshiva University","United States of America",45.2,"27.6",23.9,77.8,"-","46.7","6,753",5.5,"7%","53 : 47",2015,111.0957348,33.4442576
"188","Stony Brook University","United States of America",32.8,"60.5",24.4,80.4,"31.3","46.6","21,908",10.9,"24%","50 : 50",2015,-73.1146681,40.9098883
"188","Tel Aviv University","Israel",43.5,"46.1",51.1,45.5,"42.6","46.6","23,977",24.4,"4%","",2015,34.8046043,32.1036332
"188","University of Ottawa","Canada",37.9,"63.2",34.7,62.9,"45.9","46.6","36,733",26.3,"15%","60 : 40",2015,-75.6828,45.4248599
"191","University at Buffalo","United States of America",40.1,"57.0",39.8,57.5,"39.6","46.5","25,668",19,"19%","47 : 53",2015,-82.3457627,36.3051823
"192","City University of Hong Kong","Hong Kong",31,"71.3",32.9,68.6,"49.8","46.3","10,015",7.1,"28%","51 : 49",2015,114.1720025,22.3374868
"193","Fudan University","China",45.6,"37.4",34,61,"49.4","46.2","32,175",12.2,"11%","50 : 50",2015,121.5014465,31.2985307
"193","Iowa State University","United States of America",36.4,"40.6",30.9,72,"54.4","46.2","29,991",17.4,"11%","44 : 56",2015,-93.6396252,42.0277899
"195","University of Bonn","Germany",32.2,"54.8",22.2,83.8,"-","46.1","32,474",70.4,"13%","55 : 45",2015,121.1009535,14.6051887
"196","Lomonosov Moscow State University","Russian Federation",55.9,"60.4",42.1,33.8,"78.5","46.0","30,822",7.7,"20%","43 : 57",2015,37.5286695,55.7039349
"196","St George’s, University of London","United Kingdom",23.1,"55.8",27.3,86.4,"32.4","46.0","2,958",13.4,"17%","61 : 39",2015,-0.1745034,51.4271937
"198","University of East Anglia","United Kingdom",25.2,"76.5",22.6,83.7,"29.2","45.9","14,992",14.7,"28%","58 : 42",2015,1.2406141,52.6184758
"199","University of Leicester","United Kingdom",29.8,"83.9",31.6,67.1,"34.8","45.7","14,541",13.4,"35%","54 : 46",2015,-1.1064677,52.6084655
"200","Florida Institute of Technology","United States of America",19.7,"63.0",13.1,99.2,"53.7","45.6","4,408",13.7,"26%","34 : 66",2015,-80.623022,28.0646888
"200","George Washington University","United States of America",44.6,"39.9",25.1,70,"29.3","45.6","20,541",12,"16%","56 : 44",2015,-77.0470916,38.8991756
"201-225","Bilkent University","Turkey",28,"44.6",27.7,76,"46.4","-","",NA,"","",2015,32.7475962,39.8746147
"201-225","Cardiff University","United Kingdom",30.5,"69.3",30.4,69.3,"34.8","-","23,347",13.1,"23%","57 : 43",2015,-3.1868361,51.4919075
"201-225","Goethe University Frankfurt","Germany",28.1,"55.6",22.4,78.8,"38.8","-","31,861",9.3,"15%","60 : 40",2015,8.6293081,50.1703746
"201-225","Hebrew University of Jerusalem","Israel",41.5,"53.3",36.3,57.2,"31.5","-","17,612",10.7,"5%","55 : 45",2015,35.196198,31.779193
"201-225","Hong Kong Polytechnic University","Hong Kong",33.7,"69.9",36.5,56.5,"42.6","-","22,064",25.9,"26%","51 : 49",2015,114.178928,22.302516
"201-225","Korea University","South Korea",48.9,"35.9",44.3,39.9,"98.5","-","24,043",15.8,"14%","",2015,127.035859,37.590401
"201-225","Newcastle University","United Kingdom",30.3,"73.8",29.6,70.3,"35.0","-","20,174",15.2,"29%","50 : 50",2015,151.710005,-32.8871981
"201-225","Technion Israel Institute of Technology","Israel",36.9,"60.6",37.5,52,"36.5","-","13,855",19.4,"4%","35 : 65",2015,35.0231271,32.7767783
"201-225","Ulm University","Germany",35,"54.1",22,73,"56.7","-","9,187",11.2,"10%","47 : 53",2015,-92.0610366,32.5320588
"201-225","University of Barcelona","Spain",28.4,"47.8",28.8,79.7,"31.0","-","47,491",12.2,"10%","62 : 38",2015,-117.8207002,33.6766692
"201-225","University of Bergen","Norway",29.5,"65.3",27.9,68.5,"34.2","-","11,623",11.1,"12%","60 : 40",2015,-74.1913563,40.7424432
"201-225","University of Dundee","United Kingdom",24.4,"64.5",22.5,84.4,"47.7","-","11,628",15.3,"25%","60 : 40",2015,-82.4316809,28.0619082
"201-225","University of Illinois at Chicago","United States of America",43,"53.4",34.1,55.1,"40.7","-","24,313",9.2,"17%","53 : 47",2015,-117.3484801,33.9690772
"201-225","University of Innsbruck","Austria",23.9,"93.4",17.1,77,"42.0","-","18,209",16.9,"39%","54 : 46",2015,-81.2365003,28.5527426
"201-225","University of Reading","United Kingdom",32.8,"75.0",34,58.1,"34.9","-","12,050",14.8,"28%","55 : 45",2015,-0.948534,51.440262
"201-225","University of Science and Technology of China","China",36.9,"26.3",27.3,73.6,"71.6","-","14,290",7.9,"2%","",2015,117.26217,31.838698
"201-225","University of Strasbourg","France",28.6,"69.5",23.4,74,"32.0","-","46,208",17.8,"21%","58 : 42",2015,-117.7779478,33.6833384
"201-225","University of São Paulo","Brazil",51.6,"25.3",51.6,32.3,"40.1","-","81,402",14.6,"4%","48 : 52",2015,-46.7307891,-23.5613991
"201-225","University of Texas at Dallas","United States of America",26,"55.4",28.2,77.8,"41.6","-","16,306",22.8,"23%","44 : 56",2015,-96.7500993,32.9857619
"201-225","University of Trieste","Italy",28.7,"50.7",16,88.1,"33.3","-","18,135",25.8,"9%","56 : 44",2015,13.7934477,45.658667
"201-225","University of Twente","Netherlands",32.3,"67.2",45.3,49.4,"89.2","-","6,631",12,"26%","37 : 63",2015,6.8524128,52.2410326
"201-225","Université Libre de Bruxelles","Belgium",26.7,"79.4",36.2,64.4,"50.7","-","23,819",26.1,"32%","54 : 46",2015,4.3822222,50.8132068
"201-225","Wake Forest University","United States of America",33.3,"26.0",23.5,81.3,"38.2","-","7,326",4.6,"5%","51 : 49",2015,-76.9359658,38.97546
"201-225","William & Mary","United States of America",36.8,"26.5",19.9,78.7,"30.0","-","7,867",11.8,"7%","54 : 46",2015,-77.1485163,37.7372121
"201-225","Yonsei University","South Korea",44.5,"35.7",45.8,44.3,"69.7","-","24,774",11.6,"14%","",2015,126.938572,37.565784
"226-250","Autonomous University of Barcelona","Spain",30.4,"46.4",29.2,67,"34.6","-","30,538",12.3,"10%","59 : 41",2015,2.1640917,41.3855048
"226-250","Birkbeck, University of London","United Kingdom",28.3,"84.4",29.3,60.4,"28.7","-","9,454",17.2,"38%","55 : 45",2015,-0.130217,51.5219285
"226-250","Brunel University London","United Kingdom",22.1,"88.8",21.4,75.3,"31.9","-","12,613",17.6,"38%","46 : 54",2015,-0.4692108,51.5331581
"226-250","Carleton University","Canada",24.3,"61.1",24.5,76.9,"30.7","-","25,036",29.8,"18%","47 : 53",2015,-75.698312,45.3830819
"226-250","Dalhousie University","Canada",33.6,"71.6",30,54.4,"68.9","-","15,064",14.4,"18%","55 : 45",2015,-97.1453994,49.7887693
"226-250","Laval University","Canada",35.8,"55.7",29.9,58.1,"62.7","-","27,227",16.2,"12%","",2015,-71.2747424,46.7817463
"226-250","Mines ParisTech","France",39.6,"58.7",23.2,55.1,"99.0","-","1,283",5.6,"22%","28 : 72",2015,2.339632,48.845585
"226-250","Nagoya University","Japan",37.5,"31.8",31.8,59.9,"86.3","-","15,529",7.9,"10%","29 : 71",2015,136.967573,35.153491
"226-250","Rensselaer Polytechnic Institute","United States of America",30.9,"42.8",26.2,67.8,"49.9","-","6,671",15,"16%","30 : 70",2015,-73.6788026,42.730172
"226-250","Simon Fraser University","Canada",24.6,"61.4",29.3,67.6,"41.8","-","26,640",28.3,"19%","55 : 45",2015,-122.9198833,49.2780937
"226-250","State University of New York Albany","United States of America",25.7,"39.6",35,68.9,"-","-","15,387",18.5,"8%","51 : 49",2015,-73.7611058,42.6558252
"226-250","Technical University of Berlin","Germany",42.2,"70.4",32.3,47,"63.4","-","",NA,"","",2015,13.3269446,52.5125322
"226-250","Tokyo Metropolitan University","Japan",19.6,"39.5",9.8,100,"31.0","-","9,303",9.9,"4%","35 : 65",2015,139.6917064,35.6894875
"226-250","University College Dublin","Republic of Ireland",31.7,"79.4",28.1,61.7,"33.8","-","22,193",24.5,"23%","",2015,-6.2168851,53.305257
"226-250","University of Calgary","Canada",34.4,"63.1",30.5,59.4,"41.5","-","28,341",16.5,"17%","53 : 47",2015,-114.1358007,51.0781599
"226-250","University of Gothenburg","Sweden",24.1,"46.8",38.2,64.4,"37.0","-","26,420",16.4,"12%","",2015,11.9853213,57.6954209
"226-250","University of Kiel","Germany",31.1,"44.2",24.3,70.8,"42.0","-","24,444",23.8,"8%","53 : 47",2015,10.1147022,54.3460549
"226-250","University of Konstanz","Germany",30.5,"57.0",33.4,59.4,"52.5","-","10,930",59.1,"12%","54 : 46",2015,-112.0125261,33.3752269
"226-250","University of Milan-Bicocca","Italy",27.1,"40.6",23,76.6,"45.0","-","33,370",72.5,"5%","60 : 40",2015,9.213452,45.518383
"226-250","University of Technology Sydney","Australia",27.8,"86.9",32.5,58.7,"40.1","-","24,519",44.1,"31%","53 : 47",2015,151.2004942,-33.8832376
"226-250","University of Western Ontario","Canada",38.3,"63.7",35.7,47,"50.7","-","27,387",20.7,"16%","54 : 46",2015,-81.2769422,43.0010299
"226-250","University of Würzburg","Germany",28.6,"50.2",17.3,81.4,"30.0","-","26,576",38.4,"8%","57 : 43",2015,9.9533548,49.7913044
"226-250","Vienna University of Technology","Austria",43.3,"75.9",32.4,41.7,"64.1","-","26,419",52,"27%","27 : 73",2015,16.3684626,48.1986546
"226-250","York University","Canada",27.5,"59.7",35.3,62.9,"34.1","-","48,007",39.4,"9%","59 : 41",2015,-79.5018684,43.7734535
"251-275","Aalto University","Finland",31.8,"59.4",31.3,50.2,"64.5","-","16,099",24.2,"17%","32 : 68",2015,24.827682,60.1866693
"251-275","Federico Santa María Technical University","Chile",13,"48.7",10.1,99.7,"28.1","-","11,718",34,"2%","24 : 76",2015,-71.5956131,-33.0347298
"251-275","Medical University of Vienna","Austria",28.6,"73.1",17,71.1,"33.7","-","7,426",2.9,"28%","50 : 50",2015,16.351571,48.219673
"251-275","Nanjing University","China",34.6,"50.2",23.3,59.6,"51.7","-","29,743",13.3,"10%","46 : 54",2015,118.7809448,32.0569463
"251-275","National Tsing Hua University","Taiwan",39.4,"24.8",40.3,49.1,"49.4","-","10,221",13.5,"5%","33 : 67",2015,120.99678,24.797079
"251-275","National University of Ireland, Galway","Republic of Ireland",26.7,"71.7",24.8,62.8,"43.1","-","14,067",26.8,"14%","56 : 44",2015,-9.061603,53.276645
"251-275","Queen’s University","Canada",37.3,"55.4",33.4,48.2,"59.0","-","20,488",22.1,"10%","58 : 42",2015,-73.7948516,40.7282239
"251-275","Queen’s University Belfast","United Kingdom",30.1,"88.6",25.1,52.2,"43.7","-","17,940",17.9,"30%","54 : 46",2015,-5.9340494,54.5844087
"251-275","Swedish University of Agricultural Sciences","Sweden",27.9,"49.6",25.2,59.9,"99.8","-","3,879",4.6,"","67 : 33",2015,17.6628688,59.814947
"251-275","Technical University of Darmstadt","Germany",36.9,"59.6",33.7,42,"88.9","-","20,300",53.6,"18%","28 : 72",2015,8.6568726,49.8751004
"251-275","University of Bremen","Germany",33.9,"53.0",27.6,55.7,"46.3","-","18,590",25.6,"11%","50 : 50",2015,8.85204,53.106758
"251-275","University of Hawai’i at Mānoa","United States of America",35.1,"59.4",30.7,51.5,"38.3","-","",NA,"","",2015,-157.818968,21.3
"251-275","University of Iceland","Iceland",14.9,"59.1",24.7,74.8,"64.0","-","13,960",25.9,"8%","66 : 34",2015,-21.9518896,64.1396203
"251-275","University of Münster","Germany",30.6,"48.2",18.1,73,"38.2","-","39,838",46.1,"8%","53 : 47",2015,7.6131826,51.9635705
"251-275","University of New Mexico","United States of America",29.6,"32.2",23.4,73.1,"44.5","-","",NA,"","",2015,-106.6197812,35.0843187
"251-275","University of Newcastle","Australia",26.5,"70.6",29.9,57.5,"75.6","-","23,508",21.9,"18%","56 : 44",2015,151.7041775,-32.8927718
"251-275","University of Otago","New Zealand",27.1,"81.5",27.7,57.6,"31.9","-","18,600",20.3,"21%","57 : 43",2015,170.513132,-45.863208
"251-275","University of Pavia","Italy",26.3,"43.5",19.2,75.6,"64.4","-","22,958",40.6,"6%","56 : 44",2015,9.1555362,45.1864597
"251-275","University of Salento","Italy",32.3,"40.3",25.6,64.5,"38.4","-","19,959",58.4,"1%","64 : 36",2015,18.1672669,40.3495599
