"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat","bar_count"
NA,"Oakland University","United States of America",18.1,"23.3",11.9,21.9,"30.3","-","14,584",19.8,"2%","60 : 40",2016,-83.2073803,42.6695562,26
NA,"Ocean University of China","China",18.9,"15.6",10.7,12.9,"50.1","-","36,205",20.6,"1%","40 : 60",2016,120.335285,36.061242,193
NA,"Ohio University","United States of America",25,"33.6",14.9,24.6,"30.1","-","22,224",20,"10%","50 : 50",2016,-82.1013889,39.324358,28
NA,"Okayama University","Japan",24.3,"20.6",14.9,25.3,"48.0","-","13,035",8.6,"3%","38 : 62",2016,133.9222225,34.6873868,198
NA,"Osaka Prefecture University","Japan",21.6,"17.6",10.2,17.5,"41.5","-","8,051",7.5,"3%","36 : 64",2016,135.5069805,34.5454313,157
NA,"University of Pardubice","Czech Republic",15.9,"23.4",11.9,11.1,"28.3","-","10,671",19.8,"4%","55 : 45",2016,15.7694,50.04816,73
NA,"University of Paris North – Paris 13","France",17.5,"46.4",11.6,36.2,"28.0","-","23,026",23.4,"22%","60 : 40",2016,2.341461,48.956209,200
NA,"Paris-Sorbonne University – Paris 4","France",31.1,"44.2",21.3,7.1,"28.5","-","21,580",27.4,"21%","69 : 31",2016,2.3432774,48.8484556,198
NA,"University of Patras","Greece",18.5,"30.6",12.1,28.8,"48.3","-","29,251",40.9,"4%","46 : 54",2016,21.7871827,38.28657,20
NA,"University of Pécs","Hungary",19.7,"50.8",9,23.4,"28.4","-","21,819",15.4,"10%","",2016,18.237722,46.0741828,53
NA,"Polytechnic University of Valencia","Spain",20.3,"32.9",12.7,34.3,"43.8","-","33,172",13.6,"7%","36 : 64",2016,-0.341067,39.481059,199
NA,"Pontifical Catholic University of Paraná","Brazil",18.4,"18.6",6.5,32.2,"28.0","-","7,741",10.9,"2%","1 : 99",2016,-49.2520094,-25.4510637,198
NA,"Pontifical Catholic University of Rio Grande do Sul (PUCRS)","Brazil",21.1,"18.7",10.9,27.6,"52.3","-","14,797",10.1,"0%","50 : 50",2016,-51.1743354,-30.0606457,200
NA,"Pontifical Catholic University of Valparaíso","Chile",18.4,"35.7",8,10.4,"44.3","-","13,493",10.4,"0%","45 : 55",2016,-71.605872,-33.044407,126
NA,"Prince of Songkla University","Thailand",15.3,"31.0",7,22.2,"31.6","-","38,274",16.1,"1%","69 : 31",2016,100.4992064,7.0064179,68
NA,"Qatar University","Qatar",9.9,"99.9",10.3,22.3,"55.2","-","9,583",19,"42%","74 : 26",2016,51.4871693,25.3769499,4
NA,"Rio de Janeiro State University (UERJ)","Brazil",21.7,"16.8",9.1,12.3,"30.8","-","28,757",10.1,"0%","46 : 54",2016,-43.236132,-22.911174,199
NA,"Rochester Institute of Technology","United States of America",17.4,"29.8",13.4,25.1,"30.4","-","12,965",13.5,"13%","34 : 66",2016,-77.6705143,43.0861017,30
NA,"Saitama University","Japan",18.6,"20.6",9.6,23.4,"29.6","-","7,469",11.7,"2%","33 : 67",2016,139.608483,35.8654477,199
NA,"University of Salford","United Kingdom",20.8,"66.4",12.1,21.2,"28.8","-","16,152",17,"25%","51 : 49",2016,-2.270755,53.484586,191
NA,"University of Santiago, Chile (USACH)","Chile",17.6,"40.4",11.3,10.2,"31.0","-","22,739",23.6,"1%","39 : 61",2016,-70.6861315,-33.4517605,200
NA,"São Paulo State University (UNESP)","Brazil",28,"18.7",22.6,6.7,"40.1","-","50,594",13,"5%","52 : 48",2016,-46.6409474,-23.5479026,200
NA,"Savitribai Phule Pune University","India",38.3,"17.3",12.4,11.4,"29.3","-","4,858",14.6,"3%","25 : 75",2016,73.824618,18.552338,101
NA,"University of Science and Technology Beijing","China",25.1,"15.6",22.4,6.9,"89.7","-","22,780",15.1,"4%","36 : 64",2016,116.357096,39.990249,192
NA,"Sejong University","South Korea",18.9,"25.2",12.2,38.7,"35.4","-","11,704",15.5,"3%","43 : 57",2016,127.075092,37.549035,132
NA,"University of Seoul","South Korea",22.8,"18.7",17.5,21.4,"28.9","-","10,243",19,"3%","36 : 64",2016,127.0587771,37.5838657,96
NA,"Shahid Beheshti University","Iran",20.5,"13.8",19,11.4,"58.9","-","17,800",24.9,"1%","52 : 48",2016,51.3946864,35.7990628,15
NA,"Shanghai University","China",19.1,"15.8",16.1,14.8,"45.7","-","46,044",17.5,"3%","48 : 52",2016,121.3930893,31.3149209,73
NA,"Shantou University","China",17.6,"30.7",9.1,28.3,"30.7","-","9,593",13.5,"0%","48 : 52",2016,116.639943,23.411124,2
NA,"Sheffield Hallam University","United Kingdom",17.3,"47.0",9.4,20.1,"28.6","-","27,477",18.8,"15%","53 : 47",2016,-1.4660659,53.3790519,180
NA,"Shinshu University","Japan",20.8,"20.3",8.3,22,"31.6","-","11,232",9.6,"3%","",2016,137.9789403,36.2500574,69
NA,"Showa University","Japan",28.5,"14.0",7.9,7,"-","-","3,675",2.5,"0%","57 : 43",2016,139.7037786,35.6082833,200
NA,"Sichuan University","China",25,"15.7",18.4,16.1,"90.8","-","65,035",14.5,"2%","48 : 52",2016,104.1872595,30.8232956,106
NA,"University of Silesia in Katowice","Poland",17.7,"18.5",8,20.4,"28.1","-","32,764",17.3,"1%","65 : 35",2016,19.0287157,50.2607501,141
NA,"Slovak University of Technology in Bratislava","Slovakia",23.3,"30.6",8.6,24.9,"33.2","-","16,400",15.3,"2%","31 : 69",2016,17.1177,48.154573,197
NA,"Sogang University","South Korea",21.5,"27.7",24.8,20.5,"46.8","-","10,625",24.1,"7%","43 : 57",2016,126.9407529,37.5513365,159
NA,"Sophia University","Japan",22,"32.8",9.4,5.3,"29.5","-","12,799",24.3,"8%","53 : 47",2016,139.732278,35.682982,199
NA,"University of South Africa","South Africa",18.4,"28.7",11.3,9.4,"28.8","-","197,102",108.5,"9%","65 : 35",2016,28.1992637,-25.7676588,73
NA,"Southern Federal University","Russian Federation",21.9,"17.3",8.2,9.2,"39.5","-","27,556",9,"3%","56 : 44",2016,39.728334,47.224719,179
NA,"University of Southern Mississippi","United States of America",21,"20.8",11.8,20.1,"39.9","-","14,569",18.5,"3%","63 : 37",2016,-89.3356963,31.3303296,36
NA,"University of Southern Queensland","Australia",18.4,"63.0",13.1,14.4,"28.8","-","13,761",29.2,"21%","55 : 45",2016,151.9311441,-27.6029207,14
NA,"Suez Canal University","Egypt",22.6,"31.6",5.9,16,"-","-","16,817",6,"","65 : 35",2016,32.269729,30.620533,NA
NA,"Sultan Qaboos University","Oman",21.3,"71.5",10.6,16,"37.6","-","7,089",9,"3%","50 : 50",2016,58.1730322,23.5909657,1
NA,"Suranaree University of Technology","Thailand",21.1,"25.9",11.6,18.4,"38.1","-","12,650",32.9,"1%","50 : 50",2016,102.0201115,14.881406,2
NA,"University of Szeged","Hungary",20,"46.9",10.5,20.5,"33.2","-","22,684",13.8,"9%","58 : 42",2016,20.1461195,46.2501561,73
NA,"Taipei Medical University","Taiwan",25.7,"26.5",21.7,19,"42.2","-","6,001",11.1,"6%","58 : 42",2016,121.5616183,25.0253544,199
NA,"Taras Shevchenko National University of Kyiv","Ukraine",27.9,"28.2",11,4.2,"28.0","-","22,686",8.2,"2%","45 : 55",2016,30.5104024,50.4420868,200
NA,"Technical University of Madrid","Spain",21.8,"39.5",14.6,24.5,"38.3","-","41,500",13.8,"11%","32 : 68",2016,-3.7192798,40.4486372,200
NA,"University of Tehran","Iran",26.1,"16.5",16.9,15.8,"-","-","53,802",27,"1%","45 : 55",2016,51.386103,35.7286849,33
NA,"University of Texas at El Paso","United States of America",18.6,"30.4",18.7,18.4,"-","-","19,123",29,"7%","54 : 46",2016,-106.5046216,31.7708544,122
NA,"Texas Tech University","United States of America",27.9,"36.8",17.2,22,"-","-","29,512",20.9,"7%","46 : 54",2016,-101.8782822,33.5842591,60
NA,"Tokai University","Japan",17.9,"19.3",7.6,15.3,"34.4","-","29,700",12.7,"1%","27 : 73",2016,139.6845412,35.6644464,199
NA,"Tokushima University","Japan",25.3,"16.8",21.6,12.8,"59.6","-","7,519",8.9,"3%","34 : 66",2016,134.559832,34.070001,95
NA,"Tokyo University of Marine Science and Technology","Japan",27.9,"24.5",12.4,7.7,"57.9","-","2,597",11.1,"7%","34 : 66",2016,139.7470855,35.6268386,200
NA,"Tokyo University of Science","Japan",23,"15.4",24.1,21.4,"37.6","-","20,243",25.7,"2%","20 : 80",2016,139.741398,35.699399,198
NA,"Tomsk State University","Russian Federation",34.8,"36.9",20.8,7.6,"44.0","-","10,413",9.9,"12%","60 : 40",2016,84.9478675,56.4694917,134
NA,"Tottori University","Japan",24.3,"16.7",10.1,9.6,"34.5","-","6,248",8.2,"2%","34 : 66",2016,134.1733411,35.5150797,4
NA,"Toyohashi University of Technology","Japan",22,"25.4",18.9,15.8,"50.3","-","2,153",9.3,"9%","9 : 91",2016,137.4086346,34.7017563,5
NA,"Universiti Kebangsaan Malaysia","Malaysia",24.3,"29.7",15.9,10.9,"28.4","-","24,227",11.8,"12%","62 : 38",2016,101.7774225,2.929997,1
NA,"Universiti Putra Malaysia","Malaysia",25.3,"50.1",20.9,10.2,"34.2","-","23,883",12.2,"16%","63 : 37",2016,101.71629,2.991686,15
NA,"Universiti Sains Malaysia","Malaysia",26.9,"44.2",16.6,12.4,"34.4","-","28,179",14.8,"10%","61 : 39",2016,100.3025177,5.3559337,27
NA,"Universiti Teknologi MARA","Malaysia",15.2,"14.8",7.7,18.2,"28.3","-","69,268",16.8,"0%","65 : 35",2016,101.5037611,3.0696089,17
NA,"Ural Federal University","Russian Federation",24.8,"17.3",10.6,16.8,"35.6","-","28,427",10.1,"3%","48 : 52",2016,60.653668,56.844087,188
NA,"V.N. Karazin Kharkiv National University","Ukraine",21.7,"48.4",8.9,1.7,"28.8","-","14,410",9.7,"22%","53 : 47",2016,36.228139,50.004537,160
NA,"University of Vigo","Spain",18.4,"30.7",10.5,31.8,"38.1","-","22,793",19,"3%","51 : 49",2016,-8.6833929,42.1694456,84
NA,"Vilnius University","Lithuania",18.3,"40.8",13.6,26.1,"41.0","-","19,019",14.2,"4%","65 : 35",2016,25.2876469,54.6825757,176
NA,"Warsaw University of Technology","Poland",19.4,"20.7",8.5,40.3,"47.4","-","34,572",14.5,"3%","34 : 66",2016,21.0080857,52.2212012,198
NA,"Waseda University","Japan",23.6,"29.7",14.6,29.4,"32.4","-","52,316",16.9,"8%","35 : 65",2016,139.7208045,35.7092082,198
NA,"University of West Bohemia","Czech Republic",16.3,"23.1",9.7,29.8,"32.1","-","15,639",21.5,"2%","52 : 48",2016,13.351554,49.723644,156
NA,"University of the West of England","United Kingdom",16.9,"48.5",11.2,34.6,"28.5","-","22,525",21.4,"15%","53 : 47",2016,-2.5483131,51.5017572,170
NA,"West University of Timişoara","Romania",16.1,"21.0",3.9,22.4,"-","-","12,933",19,"3%","62 : 38",2016,21.2319146,45.7471643,93
NA,"University of Westminster","United Kingdom",17.3,"81.9",11.7,21.1,"28.5","-","16,609",21,"43%","57 : 43",2016,-0.1429409,51.5169302,195
NA,"Xidian University","China",17.9,"12.8",12.1,8.9,"83.7","-","31,618",16.4,"2%","29 : 71",2016,108.837221,34.128921,8
NA,"Yeungnam University","South Korea",18.6,"24.3",10.9,26.5,"35.4","-","21,958",15.3,"3%","48 : 52",2016,128.7575746,35.8322424,16
NA,"Yıldız Technical University","Turkey",14.5,"14.9",7.6,19.3,"44.0","-","31,268",28.7,"2%","36 : 64",2016,29.0106553,41.0520861,200
NA,"Yokohama City University","Japan",24,"16.1",10.2,36.4,"37.9","-","4,122",3.7,"3%","",2016,139.618239,35.33385,29
NA,"Yokohama National University","Japan",20.1,"23.3",16,13.5,"40.4","-","10,117",12.1,"8%","28 : 72",2016,139.592022,35.4729252,199
NA,"Yuan Ze University","Taiwan",16.2,"17.7",18.3,28.6,"39.8","-","8,663",20.6,"4%","43 : 57",2016,121.2664937,24.9699006,87
